Property Reference Id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Demand
2939.61.5834,0.2634508,10.100109,7.6407886,-10.581705,8.424997,-4.6535096,3.4777424,-3.99748,-1.3439459,8.151135,-14.851343,2.3367243,-7.6910205,-10.652591,14.862188,-3.9824324,0.0
2939.61.5834,0.33293363,7.136019,6.389082,-7.851694,5.094728,-2.6098974,1.7687099,2.671331,-0.31799704,7.2888193,-11.267393,1.5811101,-4.304609,-8.23857,10.683079,3.3690007,0.0
2939.61.5834,2.5471833,11.374519,8.233684,-11.9190445,9.89673,-8.062897,6.03639,3.8770816,-2.3276799,9.222051,-15.968732,5.1630096,-8.826987,-11.4575,15.116555,4.236991,0.0
2939.61.5834,2.144464,8.524259,6.8132496,-8.77426,6.4204555,-3.6633894,4.766514,9.066373,-1.7531686,7.949557,-12.328202,3.4226973,-5.949108,-9.140027,11.098998,7.2860265,0.0
2939.61.5834,0.6497944,10.273947,7.9889054,-11.146952,9.017492,-4.826447,2.7183254,-0.07245887,-0.38630936,8.894608,-15.589687,1.3936268,-7.1352572,-11.119433,15.745621,-0.24792166,0.0
2939.61.5834,1.7212496,9.293521,7.5869327,-9.737643,6.961071,-5.0184216,3.699454,3.2484574,-1.7037951,8.578251,-13.70039,3.390654,-6.3239655,-9.861327,12.831591,3.0784426,0.0
2939.61.5834,3.79576,8.07703,6.287631,-8.0644,5.950897,-3.1300194,5.827993,5.7635794,-2.6165123,7.3009105,-10.579046,3.8688166,-5.721184,-8.350268,9.551085,4.1112413,0.0
2951.22.3115,1.6617452,7.220359,6.4904265,-8.203863,4.5024776,-3.1714196,2.0496752,0.31468028,-0.676227,7.6397996,-11.084833,1.8410475,-3.8478107,-8.218537,10.030866,-1.1861968,1.0
2951.22.3115,1.0771546,5.1988225,5.018506,-5.916046,2.5382447,-1.1090473,1.6804999,3.2305243,-0.023987725,6.106212,-8.119247,0.4466785,-2.24156,-6.2212167,7.2247205,0.95503044,1.0
2951.22.3115,1.2095426,6.1663733,5.671519,-7.0459857,3.3142495,-0.8578729,1.4935462,2.8128865,-0.3362303,6.949544,-9.699001,0.9675663,-2.9691176,-7.208927,8.462342,0.21737322,1.0
2951.22.3115,-0.6227203,4.083887,4.4694033,-4.7114644,1.2582134,0.13782346,0.31124082,2.494245,0.8630242,5.3901033,-7.1883497,-0.8317895,-1.1289304,-5.355895,6.581161,0.5101984,1.0
2951.22.3115,-1.2790997,3.920543,4.442366,-4.54983,0.8346355,0.7409898,-0.18267058,2.3198495,1.2571567,5.361366,-7.270446,-1.331795,-0.82546544,-5.3260818,6.7476344,0.6328296,1.0
2951.22.3115,0.32636625,6.8884406,6.518738,-7.95684,3.49933,-0.045287397,0.37434253,4.0984607,0.5230869,7.8599253,-11.350462,0.3555622,-3.0887234,-8.332467,10.204559,1.3948623,1.0
2951.22.3115,0.95396626,6.202974,5.7944713,-6.968804,3.3433836,-0.6771852,1.4785242,3.749941,-0.047301613,6.959431,-9.720755,0.7807316,-2.892524,-7.3137145,8.675117,0.9997457,1.0
2951.22.3115,-0.061151717,4.9713197,4.979188,-5.6629553,2.7003124,-1.5235144,1.834523,7.9299383,0.5092899,5.9026875,-8.312899,0.48831418,-2.2526522,-6.092369,7.741453,5.8096256,1.0
2951.22.3115,-1.0449717,4.0984507,4.4560103,-4.8229766,1.1165107,0.26592785,-0.40622625,3.8736436,1.5026999,5.478887,-7.430836,-1.458527,-0.8759943,-5.4360886,6.8202324,1.6497688,1.0
2951.22.3115,0.8184404,4.7842536,4.7672625,-5.5634856,2.314534,-0.99389493,1.562161,3.7516592,0.1747864,5.8191624,-7.674852,0.40787306,-2.0100396,-5.8518567,6.959778,1.5431849,1.0
2951.22.3115,-0.38239852,4.885191,5.0133443,-5.8941717,2.5045228,-0.9555484,0.82329845,3.9572546,0.99280494,6.002401,-8.541403,-0.41304332,-1.9601923,-6.16766,8.09024,2.144827,1.0
2951.22.3115,-0.08787175,5.1061115,5.120535,-6.048526,2.6902394,-0.39951605,0.7935335,4.207635,0.83628577,6.0811386,-8.704685,-0.48335657,-2.1485407,-6.388792,8.066517,2.1276004,1.0
2951.22.3115,0.4321355,4.859287,4.8430915,-5.7844653,2.542576,-1.1282597,1.599431,4.1088476,0.5635835,5.8668838,-8.018978,0.06908613,-2.024322,-6.064852,7.2233353,2.3149784,1.0
2951.22.3115,-1.26947,3.9434884,4.4897246,-4.7435136,1.1428947,-0.12204543,0.1444681,3.4284303,1.276433,5.4205685,-7.3861227,-0.95759696,-0.9745869,-5.373834,6.8427434,1.8567147,1.0
2951.22.3115,-0.5848736,5.8135457,5.743959,-6.9909973,3.0132446,-2.3681972,0.14415818,-1.5931791,1.0110092,6.92196,-10.083658,-0.48553994,-2.3815074,-7.161606,9.5718355,-1.6466558,1.0
2951.22.3115,-2.262704,3.5407393,4.333798,-4.4414773,0.46674144,-0.6270045,-1.0787866,1.3792849,2.629304,5.3221664,-7.34466,-2.612254,-0.17289363,-5.190365,7.0248256,-0.21649206,1.0
2951.22.3115,-0.20532377,4.2174587,4.4472275,-4.8052783,1.4756811,-0.34843183,0.92400455,2.9308138,0.6037585,5.362013,-7.196587,-0.35345006,-1.3728873,-5.362168,6.5277963,1.1715091,1.0
2951.22.3115,0.9885789,5.2364054,4.970453,-5.7890363,2.5549142,-0.4646949,1.3962722,4.100863,0.050613508,6.047727,-8.051064,0.48315942,-2.1998272,-6.143153,7.1734495,2.055159,1.0
2951.22.3115,-0.19404261,4.367001,4.6045,-5.0667644,1.6136914,-0.27268985,0.68855524,2.6464295,0.7500034,5.6155224,-7.481423,-0.45774153,-1.3922344,-5.595914,6.88956,1.2092508,1.0
2951.22.3115,-0.9453404,4.0724587,4.5649056,-4.788075,1.0902625,-0.13236158,0.0038960967,2.4831114,1.3762758,5.5425134,-7.44831,-1.3202597,-0.8909014,-5.4911823,6.964012,0.83150095,1.0
2951.22.3115,-0.6325628,4.084126,4.505144,-4.746085,1.2976979,-0.46362132,0.31194362,2.3694837,1.0248798,5.4313116,-7.2565947,-1.0089358,-1.0690613,-5.3979464,6.68131,0.38480955,1.0
2951.22.3115,-0.5474235,4.303382,4.6172695,-5.1363406,1.5702946,-0.59233886,0.41261268,2.1645007,0.9636717,5.5732465,-7.446101,-0.67600256,-1.2449658,-5.5759516,6.9283814,0.88912183,1.0
2951.22.3115,-0.5900075,4.232238,4.570696,-5.08079,1.6281358,-0.45123684,0.5297658,3.2601202,1.1235104,5.6049104,-7.5812087,-0.71955794,-1.294103,-5.6077104,6.9794035,1.4938666,1.0
2951.22.3115,-0.21204974,4.343902,4.590233,-4.9789286,1.5265206,-0.17243828,0.65241045,1.903289,0.72911525,5.569762,-7.429323,-0.4705255,-1.3731371,-5.5316606,6.926679,0.6436129,1.0
2951.22.3115,1.0138944,4.717581,4.6569667,-5.3653708,2.3633468,-1.3706771,1.717988,3.054261,0.047783814,5.638132,-7.348569,0.41898376,-1.9709014,-5.674874,6.659745,1.3793614,1.0
2951.26.4362,-0.4061253,4.4490237,4.6544466,-5.3186345,1.8372762,-0.7928315,0.8570617,4.5304193,1.0244864,5.665893,-7.788326,-0.5311559,-1.5555133,-5.7321534,7.239797,2.4408977,0.0
2951.26.4362,0.5053967,4.954417,4.938279,-5.9935455,2.62129,-1.5280386,1.4960315,3.2534993,0.4435931,6.050513,-8.286021,0.44416934,-2.1866663,-6.125563,7.637637,1.9821384,0.0
2951.50.5829,1.0505583,5.1815624,4.964273,-5.9002004,2.6697178,-1.1181927,1.6909109,3.171133,0.0066171293,6.0895734,-8.112178,0.59567624,-2.3654232,-6.2175527,7.2148395,0.88405323,1.0
2951.50.5829,0.6261096,6.952946,6.593212,-8.086269,3.9941933,-1.3102481,0.2036286,-2.3124933,-0.13548617,7.841065,-11.139624,0.79372495,-3.2737308,-8.180141,10.609097,-2.6307724,1.0
2951.50.5829,-0.0036279105,8.649546,7.2768455,-9.116625,5.6008835,-3.4023004,0.9968839,2.0994396,0.20551232,8.451181,-13.261459,1.2229606,-4.988875,-9.477164,12.810089,1.7857888,1.0
2951.50.5829,0.097477905,5.693587,5.5296307,-6.368248,2.643109,0.2957928,0.69631654,2.6574311,0.41728505,6.5769877,-9.223749,0.030929174,-2.3423648,-6.8450503,8.401771,0.66618466,1.0
2951.50.5829,1.9029822,7.9269924,6.9967976,-8.856247,4.6795444,-2.004581,1.2721404,0.29387954,-0.62335485,8.46113,-12.023171,1.4253061,-4.0308104,-9.028944,10.696371,-1.9235928,1.0
2951.50.5829,-0.34673628,5.8564634,5.839766,-6.7172866,2.7982929,1.3674524,-0.7211955,1.6296602,0.6697919,6.9037375,-9.946574,-0.4439368,-2.3371634,-7.1728125,9.115009,-0.97332555,1.0
2951.50.5829,-0.7896778,6.6199765,6.0453925,-7.451943,4.722941,-2.2600515,0.9463519,0.17339897,0.52426326,6.9412446,-10.984684,-0.09236763,-3.6575713,-7.9990726,10.531472,-1.6573567,1.0
2964.06.4593,-0.9790668,4.3494687,4.5821776,-5.039925,1.5560238,0.68415093,-0.6119399,0.9513362,1.3996246,5.4543953,-7.68004,-1.5304502,-1.3154815,-5.807523,7.345127,-0.4320679,2.0
2964.06.4593,-0.12559882,5.364788,5.3677993,-5.9504356,2.2896183,0.043283682,0.11033992,-0.65389866,0.23987755,6.3357067,-8.690195,-0.15992029,-2.0380964,-6.5048714,8.171765,-1.6839654,2.0
2964.06.4593,-0.9199799,5.092628,4.8070903,-5.9899673,2.6793485,-0.70661247,0.44108304,6.856395,1.7750839,5.8916507,-9.091546,-0.9323291,-2.2321928,-6.3517265,8.534123,3.7202296,2.0
2964.06.4593,1.7279605,7.2512417,6.291165,-7.940385,4.5529695,0.07666856,0.9550418,0.87096757,-0.44684747,7.5872307,-10.819396,1.0661817,-3.9029942,-8.274305,9.7437725,-1.0150983,2.0
2964.06.4593,-0.3728408,4.093984,4.4349804,-4.7300134,1.3577316,-0.11494075,0.1986568,1.8423471,1.0216922,5.351333,-7.084159,-1.1880229,-1.1233678,-5.3509936,6.5679927,-0.53122914,2.0
2964.06.5664,1.23752,5.8122573,5.493255,-6.5980926,3.1881843,-1.8429415,1.2404982,-1.7922233,-0.3663948,6.546535,-8.883092,0.82656187,-2.6862597,-6.7001615,8.426845,-2.4278169,2.0
2964.06.5664,0.649029,4.5128303,4.531285,-5.0463834,1.9109956,-0.6595502,1.3587477,3.1673737,0.16516478,5.5231566,-7.1150665,0.113104746,-1.6703168,-5.518406,6.437641,1.2636232,2.0
2964.06.5664,0.19295073,4.532406,4.6230025,-5.2362084,2.044443,-0.60250974,1.2860252,4.217845,0.38722292,5.598066,-7.4875464,0.11194452,-1.7545943,-5.6814375,6.791323,2.5894063,2.0
2964.06.5664,1.1940898,8.098555,6.702335,-8.924372,5.8785644,-4.0935755,2.1533024,-5.4813333,-1.1230823,7.661487,-12.019751,1.5415385,-5.18054,-8.955043,11.588682,-7.044353,2.0
2964.06.5664,0.31295082,4.733589,4.786105,-5.2776394,2.0068307,-0.0099475235,1.0552713,2.4331713,0.18032405,5.7538614,-7.675375,0.055041794,-1.8074504,-5.825047,6.9873734,0.70442367,2.0
2964.06.5664,1.470402,5.1538076,4.898295,-5.7598047,2.754303,-1.5299053,1.9927473,2.3630214,-0.3394703,5.8713307,-7.7704434,0.802932,-2.381335,-6.015686,7.0506067,0.51075035,2.0
2964.34.8658,-0.18759002,4.363362,4.582205,-5.075237,1.692447,-0.4206977,0.80407554,3.9089723,0.68664736,5.5738816,-7.467723,-0.19492868,-1.4685482,-5.5763755,6.7960653,2.2295735,0.0
2964.34.8658,1.1603222,4.9701476,4.806792,-5.5470886,2.486983,-1.0319983,1.6173235,2.8007298,-0.13952433,5.8106756,-7.656766,0.6313025,-2.163817,-5.904785,6.847803,0.99015325,0.0
2964.34.8658,0.31331387,4.733945,4.7865634,-5.2772465,2.007314,-0.010316866,1.056059,2.4311233,0.17950928,5.7537017,-7.675051,0.055569287,-1.8079575,-5.825217,6.9879355,0.70331573,0.0
2964.34.8658,1.4701113,5.153717,4.8982563,-5.75955,2.7540355,-1.528748,1.9922569,2.363838,-0.33915934,5.8713365,-7.7704687,0.8023419,-2.3810868,-6.0156317,7.0505004,0.5110515,0.0
2964.34.8658,1.9909133,10.996227,9.255988,-12.242182,7.436602,-2.2235305,0.7972959,-0.7957467,-0.9554661,10.812988,-16.61039,2.1938055,-6.2501717,-12.194525,15.219035,-2.5172534,0.0
2964.35.0065,1.4601723,4.8719296,4.6699667,-5.4100637,2.530988,-1.3575481,2.0185575,2.6858006,-0.33439553,5.6293306,-7.2818685,0.8194747,-2.2180417,-5.6863527,6.5688524,0.9910325,1.0
2964.35.0065,0.07929432,5.3274,5.2024775,-5.881549,2.7771966,-0.33178627,-0.15522431,-1.863647,0.35457188,5.890583,-8.512618,-0.397792,-2.4370875,-6.3173184,8.275565,-2.6476297,1.0
2964.35.0065,0.89063215,5.043979,4.903515,-5.6955423,2.669506,-1.1611608,1.6751877,3.0019326,-0.027192438,5.8781705,-7.8146772,0.49947864,-2.1743667,-6.0585556,7.227091,1.0643702,1.0
2964.35.0065,-0.97885936,4.9732175,5.166695,-5.9204497,2.0104651,-1.0122997,-1.0329736,-3.3504283,1.117863,6.1019588,-8.588318,-1.000922,-1.5750388,-6.226876,8.446748,-3.7774267,1.0
2964.35.0065,1.6777066,5.754194,5.3219643,-6.355503,3.4221742,-1.3529118,1.7942783,1.236775,-0.5339512,6.2117457,-8.473092,0.8584265,-2.9125414,-6.571272,7.8806863,-0.2485594,1.0
2964.35.0065,0.09065182,4.604085,4.6944165,-5.156436,1.801092,0.023981322,0.8556028,2.2764058,0.3634307,5.67896,-7.553839,-0.19943209,-1.6655531,-5.704978,6.882508,0.50661325,1.0
2964.35.0065,0.51934445,4.647757,4.6768475,-5.234574,2.064103,-0.5511846,1.0808514,2.238849,0.21094486,5.601258,-7.4573393,0.03717569,-1.814852,-5.6626463,6.839519,0.48649353,1.0
2964.35.0065,1.3648434,5.334069,5.0648975,-5.961491,2.8352838,-1.4370493,1.7969447,1.6347088,-0.46312082,6.044964,-8.0774975,0.962294,-2.48363,-6.20978,7.311892,0.18390149,1.0
2964.35.0065,0.6022681,4.6856613,4.7056594,-5.2016506,1.9585677,-0.85701215,1.0995378,1.7493008,0.21144165,5.6369925,-7.3433924,-0.08139754,-1.749123,-5.6174603,6.746174,-0.2528975,1.0
2964.50.5829,0.19642209,4.523591,4.703887,-5.1756873,1.7917091,-0.1168322,0.8225587,3.4992707,0.5626925,5.7295837,-7.435358,-0.38439867,-1.5341806,-5.7122183,6.7769628,1.0233058,2.0
2964.50.5829,-1.9434528,4.7167225,4.5730677,-5.3152366,2.988566,-0.9823655,0.36268228,7.566866,2.2215621,5.334514,-8.779415,-1.3220289,-2.2429807,-5.9369636,8.488643,7.056869,2.0
2964.50.5829,1.1297233,4.744689,4.6375346,-5.3347454,2.3520436,-1.175327,1.7651259,2.711106,-0.18414223,5.612521,-7.318633,0.5887892,-2.058929,-5.652738,6.5882,1.0484496,2.0
2964.50.5829,0.33210903,4.584035,4.6894746,-5.200521,1.9828464,-0.22720478,1.2709881,3.3375401,0.4834854,5.6264396,-7.3564243,-0.08956479,-1.6941521,-5.7147717,6.753339,1.4555317,2.0
2964.50.5829,-1.518219,3.6459353,4.25788,-4.2433434,0.60168886,0.88821554,-0.30023885,3.4117734,1.5298908,5.1910787,-6.89457,-1.6089904,-0.57740974,-5.124853,6.3915205,1.4359802,2.0
2964.50.5829,-0.9747766,3.96814,4.4264007,-4.5183997,0.9496441,0.54593146,0.020473389,2.540006,1.0462722,5.337172,-7.1438074,-1.0734661,-0.943259,-5.2844386,6.5475087,0.56257886,2.0
2964.50.5829,2.9770608,8.79224,6.6107216,-9.104901,7.4797597,-4.440562,5.1381125,2.818908,-1.8463244,7.3480535,-12.64412,3.226731,-6.739351,-9.124073,12.029458,-0.48796403,2.0
2964.50.5829,1.4126781,6.259713,5.540829,-7.0303054,4.045182,-1.4132881,1.8759365,3.1695237,0.20710991,6.6644983,-9.511505,0.74732584,-3.2866814,-7.1529202,8.633122,1.2903054,2.0
2964.50.5829,0.35272574,4.5717764,4.6580887,-5.169756,1.9536338,-0.50679,1.2229831,2.6252804,0.21528457,5.5936413,-7.4796047,0.092580564,-1.7554973,-5.645949,6.790492,1.0223292,2.0
2964.50.5829,0.039916523,4.4341283,4.607214,-5.0249214,1.7093636,-0.25771877,0.9888656,2.5950046,0.3882595,5.536997,-7.4213243,-0.16071418,-1.5665933,-5.5700545,6.755762,0.9297007,2.0
2964.50.5829,1.0802573,5.088313,4.928111,-5.7167034,2.6673126,-1.5495365,1.77535,2.3324437,-0.010536058,5.855677,-7.8419557,0.47464302,-2.2395663,-6.0308647,7.2193375,0.66572684,2.0
2964.50.7822,1.6543133,7.052921,6.131235,-7.8486843,4.589137,-0.9765592,2.548857,6.3245068,-0.26822004,7.358474,-10.586083,1.5334105,-3.9172945,-7.953608,9.517499,3.5376139,1.0
2964.50.7822,-1.518219,3.6459353,4.25788,-4.2433434,0.60168886,0.88821554,-0.30023885,3.4117734,1.5298908,5.1910787,-6.89457,-1.6089904,-0.57740974,-5.124853,6.3915205,1.4359802,1.0
2964.50.7822,0.33210903,4.584035,4.6894746,-5.200521,1.9828464,-0.22720478,1.2709881,3.3375401,0.4834854,5.6264396,-7.3564243,-0.08956479,-1.6941521,-5.7147717,6.753339,1.4555317,1.0
2964.50.7822,0.19295073,4.532406,4.6230025,-5.2362084,2.044443,-0.60250974,1.2860252,4.217845,0.38722292,5.598066,-7.4875464,0.11194452,-1.7545943,-5.6814375,6.791323,2.5894063,1.0
2964.50.7822,2.9770608,8.79224,6.6107216,-9.104901,7.4797597,-4.440562,5.1381125,2.818908,-1.8463244,7.3480535,-12.64412,3.226731,-6.739351,-9.124073,12.029458,-0.48796403,1.0
2964.50.7822,0.35272574,4.5717764,4.6580887,-5.169756,1.9536338,-0.50679,1.2229831,2.6252804,0.21528457,5.5936413,-7.4796047,0.092580564,-1.7554973,-5.645949,6.790492,1.0223292,1.0
2964.50.7822,1.0802573,5.088313,4.928111,-5.7167034,2.6673126,-1.5495365,1.77535,2.3324437,-0.010536058,5.855677,-7.8419557,0.47464302,-2.2395663,-6.0308647,7.2193375,0.66572684,1.0
2964.61.0065,0.649029,4.5128303,4.531285,-5.0463834,1.9109956,-0.6595502,1.3587477,3.1673737,0.16516478,5.5231566,-7.1150665,0.113104746,-1.6703168,-5.518406,6.437641,1.2636232,2.0
2964.61.0065,1.1940898,8.098555,6.702335,-8.924372,5.8785644,-4.0935755,2.1533024,-5.4813333,-1.1230823,7.661487,-12.019751,1.5415385,-5.18054,-8.955043,11.588682,-7.044353,2.0
2964.61.0065,0.31295082,4.733589,4.786105,-5.2776394,2.0068307,-0.0099475235,1.0552713,2.4331713,0.18032405,5.7538614,-7.675375,0.055041794,-1.8074504,-5.825047,6.9873734,0.70442367,2.0
2964.61.0065,1.470402,5.1538076,4.898295,-5.7598047,2.754303,-1.5299053,1.9927473,2.3630214,-0.3394703,5.8713307,-7.7704434,0.802932,-2.381335,-6.015686,7.0506067,0.51075035,2.0
2964.61.5664,0.061703343,4.247961,4.4663095,-4.932446,1.7473277,-1.2175518,1.1400155,2.6490433,0.5752927,5.4075646,-7.172201,-0.1576739,-1.4543723,-5.387429,6.7103124,1.3323562,0.0
2964.61.5664,1.1964982,4.770712,4.6483626,-5.3503976,2.3695107,-1.2267994,1.7980899,2.5445445,-0.20106885,5.6008887,-7.2947054,0.6517486,-2.085112,-5.644881,6.591071,0.8726125,0.0
2964.61.5664,-0.2165839,3.906025,4.2141743,-4.5293694,1.3942301,-0.5397604,0.6758451,2.6709263,0.9992882,5.1347384,-6.7546754,-0.6996084,-1.0380162,-5.080384,6.1945534,1.5523454,0.0
2964.61.5664,0.6751166,5.6182327,5.477342,-6.408897,3.070677,-0.2819838,0.2785735,0.83991754,0.4905169,6.3757677,-8.917295,-0.2861572,-2.4759176,-6.846293,8.34198,-1.4446722,0.0
2964.61.5664,0.21013105,4.532734,4.659433,-5.176592,1.952389,-0.28311718,1.004347,2.5309901,0.26165292,5.577352,-7.4334254,0.070160255,-1.663231,-5.6453967,6.819346,0.9610581,0.0
2964.61.5664,0.17089827,4.416228,4.542631,-4.934722,1.7175685,-0.08505759,1.1346384,3.163924,0.36756954,5.4870343,-7.2136297,-0.11752649,-1.5874448,-5.5221515,6.5460973,1.285886,0.0
2964.61.5664,0.6273754,4.635438,4.657087,-5.1879663,2.0562127,-0.63748336,1.3531646,2.5545254,0.11362377,5.6008387,-7.378292,0.20178753,-1.829729,-5.629178,6.701724,0.86858433,0.0
2964.61.5664,1.622248,5.326551,5.0037503,-5.918241,2.8999143,-1.414738,2.036189,2.7463825,-0.45091516,6.009859,-7.974022,1.0159329,-2.534634,-6.156009,7.1208725,0.8676112,0.0
2964.61.5664,1.3334172,5.055667,4.8357077,-5.5616713,2.5660229,-1.1431408,1.7905575,2.3974395,-0.29190773,5.823918,-7.600978,0.7374762,-2.2643101,-5.910832,6.8971925,0.7422381,0.0
2964.92.8658,-1.0380601,4.4408226,4.783852,-5.430011,2.36059,-1.4858079,0.413044,5.5041885,1.5542089,5.5693197,-8.289882,-0.6810362,-1.7056105,-5.879006,7.9818745,3.1853023,0.0
2964.92.8658,2.743088,6.5051684,5.717168,-7.1967077,4.131383,-2.561285,3.0271463,1.9312927,-1.296968,6.852906,-9.243652,2.0484133,-3.6566718,-7.2569666,8.148646,0.151804,0.0
2964.92.8658,0.80591553,4.944534,4.8663764,-5.59994,2.3602834,-1.1254386,1.4364462,2.142929,-0.088164166,5.8837366,-7.7996864,0.41137874,-2.0657928,-5.942487,7.0543394,0.5054096,0.0
2964.92.8658,-0.35508603,4.517234,4.740613,-5.1134343,1.6417671,0.03204843,0.46838045,1.9655459,0.79608333,5.691813,-7.67471,-0.6488783,-1.4533172,-5.7627954,7.1127543,1.1241502,0.0
2964.92.8658,-0.040224396,4.719293,4.8116107,-5.2008963,1.8179929,0.3062184,0.59396905,1.9446421,0.45650858,5.7325916,-7.655971,-0.4243968,-1.6927847,-5.7926583,7.0488114,-0.16298923,0.0
2964.92.8658,0.30852848,4.658519,4.727707,-5.177129,1.8812289,-0.27729157,0.9451626,2.5512843,0.3939282,5.666163,-7.4469,-0.18638605,-1.6730924,-5.740548,6.832785,0.6942104,0.0
2964.92.8658,0.25229266,4.4181185,4.5531626,-5.0185914,1.8298848,-0.2611563,1.093546,2.9097831,0.3216259,5.500227,-7.21044,-0.08083932,-1.6080282,-5.509082,6.5400043,0.87356037,0.0
2964.92.8658,0.45638806,4.592845,4.653437,-5.138065,1.9151729,-0.57557154,1.1897126,2.6830044,0.24273704,5.618555,-7.433068,0.04656772,-1.738166,-5.649635,6.721872,1.0198845,0.0
2964.92.8658,0.57342076,4.6841383,4.70396,-5.2782645,2.0554366,-0.30969205,1.2020319,2.6380103,0.13674761,5.68195,-7.492934,0.09153222,-1.8410003,-5.7134633,6.7562523,0.59243476,0.0
2964.92.8658,1.0604992,5.0089054,4.8717165,-5.6405234,2.507111,-1.1040562,1.7651203,2.9192,-0.058075134,5.8875494,-7.8080435,0.6459377,-2.1634648,-5.950467,7.100148,1.3326241,0.0
2978.61.5221,-1.1094984,5.2945576,5.4961433,-6.3585873,2.2376885,-1.9215345,-0.8456506,-3.1981115,1.6114001,6.5223026,-9.513657,-1.506102,-1.5891169,-6.6854024,9.464458,-2.682639,1.0
2978.61.5221,-1.6093041,5.032715,5.348323,-6.280023,2.2215176,-1.919954,-0.75328195,-1.3542509,2.0179243,6.366856,-9.431218,-1.7669064,-1.4643011,-6.7623854,9.225528,-1.7823992,1.0
2978.61.8709,-1.6093041,5.032715,5.348323,-6.280023,2.2215176,-1.919954,-0.75328195,-1.3542509,2.0179243,6.366856,-9.431218,-1.7669064,-1.4643011,-6.7623854,9.225528,-1.7823992,7.0
2978.61.8709,-1.1094984,5.2945576,5.4961433,-6.3585873,2.2376885,-1.9215345,-0.8456506,-3.1981115,1.6114001,6.5223026,-9.513657,-1.506102,-1.5891169,-6.6854024,9.464458,-2.682639,7.0
2993.06.0344,-0.36455765,4.3939857,4.6584435,-5.0253215,1.580272,-0.037650775,0.45217404,1.862871,0.5771334,5.608215,-7.553425,-0.5352615,-1.381639,-5.6008005,6.9214234,0.29777825,3.0
2993.06.0344,-1.2085543,4.0573316,4.5436378,-4.683317,1.0192751,0.700878,-0.15350962,2.133007,1.0792526,5.494641,-7.3903337,-1.1827738,-0.93782973,-5.434791,6.8463445,0.2840254,3.0
2993.06.0344,-1.3586091,4.1207542,4.5938234,-4.720314,0.9918565,0.7214916,-0.2508283,1.9985833,1.231904,5.519958,-7.5687532,-1.4202468,-0.9138847,-5.513292,7.016643,0.37966496,3.0
2993.06.0344,-1.0776201,3.9935765,4.4544063,-4.583621,0.9997944,0.73273885,-0.053206604,2.4316823,1.0605316,5.386188,-7.214778,-1.1697036,-0.9489655,-5.3276405,6.6062927,0.37954304,3.0
2993.06.0344,1.1425403,5.108874,4.9258723,-5.8082833,2.7295508,-1.2188785,1.8172634,2.2243998,-0.29316908,5.9006724,-7.9299364,0.8824099,-2.3386617,-6.0410776,7.1811852,0.956613,3.0
2993.06.0344,0.08737001,4.6087236,4.724869,-5.196393,1.8496526,-0.20498362,0.8312242,2.0478559,0.3126812,5.6840873,-7.5888534,-0.1995597,-1.6608055,-5.7174764,6.904005,0.21963046,3.0
2993.06.0344,1.0314971,5.771726,5.403075,-6.3212147,3.3712382,-0.812559,1.9771441,6.0269585,-0.07306538,6.447493,-8.850269,1.0517486,-2.8410246,-6.636818,8.126978,3.6709917,3.0
2993.06.0344,0.6684399,5.724468,5.6361465,-6.917796,3.1042802,-0.82168436,1.0648555,2.7190294,0.76779276,6.7805176,-9.46929,0.060624518,-2.3894877,-7.0157976,8.612797,1.2045231,3.0
2993.06.0891,0.6842113,4.7668443,4.7231,-5.3694797,2.2381542,-0.8591526,1.135751,2.4679403,0.23215708,5.659841,-7.5478396,0.12836517,-1.9611784,-5.80104,6.886596,0.74260557,8.0
2993.06.0891,0.67444944,4.584364,4.5909834,-5.1187806,2.019358,-0.7277259,1.4172333,2.804444,0.096665986,5.538421,-7.298621,0.29724392,-1.8028674,-5.5689144,6.6056504,1.1782824,8.0
2993.06.0891,-0.7504267,4.2290306,4.625028,-4.88566,1.1909012,0.25753608,0.19707084,4.0315194,1.0117176,5.6460314,-7.571779,-0.76909494,-1.1299596,-5.5608983,6.9079924,2.044649,8.0
2993.06.0891,0.6932188,4.856074,4.8253384,-5.4649043,2.2435162,-0.88900435,1.2765455,1.9973792,-0.0060851225,5.7906013,-7.672356,0.33674613,-1.9886782,-5.8312254,6.9953303,0.3828024,8.0
2993.06.0891,-0.44092453,4.837221,4.9937377,-5.360878,1.7316641,0.4446786,0.2982655,1.7836373,0.5511324,5.977136,-8.12123,-0.5085453,-1.5850903,-6.106096,7.4577246,-0.045979954,8.0
2993.06.0891,0.77290726,5.084419,4.942207,-5.671606,2.4417677,-1.56335,1.2303771,0.14278856,-0.11340558,5.8842344,-7.8760343,0.62670934,-2.172997,-5.99489,7.329371,-0.6307032,8.0
2993.06.5221,-1.0958918,3.80673,4.317527,-4.4426355,0.9163139,0.48288104,0.10324126,2.8760717,1.0873555,5.220589,-7.024936,-1.0413171,-0.8370021,-5.161009,6.43222,0.8881316,3.0
2993.06.5221,-0.040297225,4.465385,4.6383204,-5.082292,1.8718562,0.0037030533,0.83369803,2.5991066,0.40647492,5.562826,-7.4983892,-0.09759095,-1.6382495,-5.6676755,6.8851585,0.7260229,3.0
