Property Reference Id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Demand
0092.26.3101,0.14863601,4.3011594,4.4832273,-4.828399,1.5892037,-0.43805802,1.0874039,2.9166234,0.44520646,5.42719,-7.1182895,-0.19846503,-1.4432781,-5.41051,6.456567,1.1842921,11.0
0092.26.3101,0.33766162,4.7032943,4.7593546,-5.303064,2.0685935,-0.404081,1.2121142,2.2112525,0.11993963,5.6909623,-7.6269383,0.16827407,-1.8387161,-5.772971,6.9657316,0.64981866,11.0
0092.26.3101,2.1065788,6.966551,6.1242814,-7.9289646,4.632157,-2.508736,3.0501251,4.2863855,-0.87171465,7.318029,-10.463418,2.0044565,-4.0356073,-7.8774033,9.383269,2.807457,11.0
0092.26.3101,0.17221116,4.442986,4.583007,-4.9795794,1.7450643,-0.055903032,1.0630451,2.6991513,0.31851113,5.534094,-7.289905,-0.099938095,-1.5944247,-5.534484,6.6427174,0.68266624,11.0
0092.26.3101,0.5361489,4.581026,4.61961,-5.142358,1.9423268,-0.84416085,1.3195018,2.6004195,0.1665725,5.570702,-7.315097,0.11383408,-1.7445301,-5.574886,6.626631,0.79959136,11.0
0092.26.3101,0.77493525,4.6483016,4.6377745,-5.2330966,2.1175332,-1.0535914,1.5042019,2.547478,0.022817044,5.5989246,-7.3159924,0.30554083,-1.8838799,-5.6011596,6.606784,0.6988086,11.0
0129.26.1770,0.33040923,4.3542185,4.4904027,-4.963891,1.7729316,-0.65736544,1.0991067,2.8552957,0.3747144,5.4537454,-7.02587,-0.1701348,-1.5006096,-5.408545,6.398939,0.9493193,0.0
0129.26.1770,-0.10467019,4.276967,4.517355,-4.955061,1.5962794,-0.5215707,0.8790243,2.8785014,0.5353957,5.481669,-7.283758,-0.2512447,-1.4184401,-5.45143,6.6150427,1.1655952,0.0
0129.26.1770,0.1588774,4.363406,4.5033607,-4.902436,1.6971223,-0.04369903,1.0115964,2.8933017,0.34163862,5.4605975,-7.19133,-0.14226161,-1.5225291,-5.4529533,6.499337,1.045357,0.0
0129.26.1770,-0.13427623,4.27487,4.5019264,-4.7935905,1.4694219,0.07835735,0.7603509,2.6340845,0.4993479,5.4513955,-7.1619973,-0.41232347,-1.3420396,-5.403744,6.5394707,0.562287,0.0
0129.26.1770,1.4786763,6.884226,6.0557055,-7.703526,5.318194,-4.283826,3.7187922,6.7320876,-0.58385634,7.128744,-10.424546,1.9737314,-4.475095,-7.874079,9.642824,4.5197277,0.0
0129.26.1770,-0.21465118,4.79634,4.879282,-5.4444923,1.8997467,-0.55106044,0.7350698,4.1570206,0.9670254,5.9348335,-8.080899,-0.5883985,-1.6293193,-5.994927,7.411598,1.7420579,0.0
0129.26.1770,-0.35691568,4.0796523,4.416281,-4.6674137,1.231235,-0.15859199,0.5108216,2.6905696,0.7720873,5.364745,-7.0569186,-0.6616019,-1.13186,-5.279375,6.430028,0.77991503,0.0
0129.26.1770,-0.019025875,4.4731874,4.6270037,-4.9956303,1.6677269,0.15322812,0.87033916,2.780671,0.4365495,5.579232,-7.411067,-0.28366312,-1.5449703,-5.608296,6.7462144,0.85394573,0.0
0129.26.1770,0.08269393,4.3638825,4.519771,-4.938299,1.7048662,-0.17513466,1.044611,2.875412,0.36248177,5.454629,-7.260759,-0.08382152,-1.5346336,-5.4762363,6.5755105,1.2405235,0.0
0129.26.1770,0.11928275,4.2648597,4.5078588,-4.9865117,1.7176509,-0.4066588,0.97803307,3.3042486,0.6188773,5.4512215,-7.213149,-0.27827618,-1.4539108,-5.4712715,6.5386705,1.1110196,0.0
0129.26.1770,-0.24563845,4.7553506,4.8415766,-5.4128695,1.9444607,-0.7428165,0.7155089,2.2332323,0.66997844,5.874469,-7.8242135,-0.4254033,-1.600352,-5.8676934,7.4365697,0.58490396,0.0
0129.26.1770,0.13818516,5.2632136,5.0018444,-6.3430514,2.938665,-0.6517207,0.79119873,3.062975,1.1845399,6.1288137,-8.795377,-0.70674694,-2.2444565,-6.469771,7.930347,1.3129795,0.0
0129.26.1770,1.1827291,5.3823133,5.1446733,-6.1065435,2.9516916,-1.8633052,1.4981444,0.1925951,-0.3934525,6.1355934,-8.227213,0.8592328,-2.473884,-6.3120575,7.5751247,-1.1342355,0.0
0129.26.1770,1.0530276,5.5495434,5.21445,-5.9656143,2.6938365,-1.1828169,0.82866144,-1.0479083,-0.28165516,6.1722007,-8.1123295,0.26106447,-2.4212244,-6.2763624,7.611348,-3.3295348,0.0
0129.26.1770,2.113829,6.501509,5.604481,-7.253449,4.4958053,-2.880562,4.127265,6.100647,-0.88557446,6.61776,-9.733283,2.0284824,-3.9947076,-7.232319,8.804153,3.7653954,0.0
0129.26.1770,1.6577607,5.696345,5.2423844,-6.3203444,3.1072562,-0.9810851,1.7499132,2.8342156,-0.40991524,6.35683,-8.486126,0.9819002,-2.6819584,-6.5206504,7.532702,0.82778484,0.0
0129.26.1770,0.62081456,5.5388207,5.255733,-6.265935,3.004687,-2.358407,1.9024091,4.182662,0.4678177,6.190021,-9.044603,0.730766,-2.647573,-6.3394775,8.378242,3.304469,0.0
0129.26.1770,-1.4753704,5.6521378,5.7195745,-7.115928,3.1986303,-2.22348,-0.10876188,1.367145,2.0207686,6.764673,-10.4392605,-1.3823264,-2.2192898,-7.2767253,10.19166,0.046511784,0.0
0129.26.1770,-0.6167078,4.2119923,4.555756,-4.7874637,1.2813345,0.40202305,0.40500504,2.4964674,0.74375373,5.4854107,-7.368622,-0.6857368,-1.213745,-5.471,6.7307086,0.56936646,0.0
0129.61.9412,-1.4753704,5.6521378,5.7195745,-7.115928,3.1986303,-2.22348,-0.10876188,1.367145,2.0207686,6.764673,-10.4392605,-1.3823264,-2.2192898,-7.2767253,10.19166,0.046511784,3.0
0129.61.9412,0.33040923,4.3542185,4.4904027,-4.963891,1.7729316,-0.65736544,1.0991067,2.8552957,0.3747144,5.4537454,-7.02587,-0.1701348,-1.5006096,-5.408545,6.398939,0.9493193,3.0
0129.61.9412,-0.24563845,4.7553506,4.8415766,-5.4128695,1.9444607,-0.7428165,0.7155089,2.2332323,0.66997844,5.874469,-7.8242135,-0.4254033,-1.600352,-5.8676934,7.4365697,0.58490396,3.0
0129.61.9412,1.1827291,5.3823133,5.1446733,-6.1065435,2.9516916,-1.8633052,1.4981444,0.1925951,-0.3934525,6.1355934,-8.227213,0.8592328,-2.473884,-6.3120575,7.5751247,-1.1342355,3.0
0129.61.9412,1.0530276,5.5495434,5.21445,-5.9656143,2.6938365,-1.1828169,0.82866144,-1.0479083,-0.28165516,6.1722007,-8.1123295,0.26106447,-2.4212244,-6.2763624,7.611348,-3.3295348,3.0
0129.61.9412,2.113829,6.501509,5.604481,-7.253449,4.4958053,-2.880562,4.127265,6.100647,-0.88557446,6.61776,-9.733283,2.0284824,-3.9947076,-7.232319,8.804153,3.7653954,3.0
0129.61.9412,1.6577607,5.696345,5.2423844,-6.3203444,3.1072562,-0.9810851,1.7499132,2.8342156,-0.40991524,6.35683,-8.486126,0.9819002,-2.6819584,-6.5206504,7.532702,0.82778484,3.0
0129.61.9412,0.62081456,5.5388207,5.255733,-6.265935,3.004687,-2.358407,1.9024091,4.182662,0.4678177,6.190021,-9.044603,0.730766,-2.647573,-6.3394775,8.378242,3.304469,3.0
0200.26.4088,1.0867765,5.9109826,5.50825,-6.740355,3.5431037,-1.4253871,2.143826,5.055698,0.21976346,6.534265,-9.063492,0.765644,-2.8507242,-6.838557,8.440784,2.6046157,2.0
0200.26.4088,0.74761325,8.044648,6.853884,-9.067966,5.848015,-2.9400327,2.697528,6.839394,0.33482587,8.18225,-12.637165,1.4734517,-4.7390375,-8.903177,12.158417,5.275451,2.0
0214.61.8006,1.7448651,10.902982,8.186845,-11.280316,9.826567,-5.1221848,4.4187746,-1.2039192,-2.2464545,8.93141,-15.490518,3.9973404,-8.677205,-11.247541,15.520022,-2.0075698,2.0
0214.61.8006,1.5598915,11.108453,8.341048,-11.404822,9.501759,-7.951278,4.9859505,0.010882285,-2.044711,9.194584,-15.919258,3.8711576,-8.259971,-11.462978,15.609095,-0.20193467,2.0
0214.61.8006,-1.5562335,6.58974,5.9553947,-7.411174,3.8171163,1.5191306,-1.9358779,-4.8626466,0.9486681,6.9478207,-11.32701,-1.0782468,-3.281752,-7.8934,10.849379,-5.6501575,2.0
0214.61.8006,2.0900698,7.117477,6.2311563,-7.9204082,4.635014,-0.85670537,1.5130774,0.24825841,-0.81887233,7.312648,-10.660314,1.4629215,-4.021982,-8.016027,9.676,-1.2549835,2.0
0221.61.7685,-0.58641535,4.1052375,4.442181,-4.636602,1.215675,0.34067968,0.38923892,2.953622,0.8649807,5.3970017,-7.0957813,-0.8186984,-1.0878465,-5.3438454,6.5184584,0.8247506,2.0
0221.61.7685,-0.73535305,3.9712136,4.3706446,-4.5816793,1.1115985,0.41746375,0.34762514,2.9942458,0.88502014,5.3066335,-7.0797634,-0.81192607,-1.0289271,-5.2578163,6.440192,0.9286819,2.0
0221.61.7685,2.4753776,6.776817,6.0089307,-7.5523763,4.2877507,-2.6357656,2.4793375,-0.5075977,-1.2058263,7.2019935,-9.834836,1.85917,-3.6690478,-7.607692,8.774154,-2.1046815,2.0
0221.61.7685,2.8477461,8.141403,6.849794,-8.954991,5.2592235,-3.4418476,2.7918186,1.1110684,-1.052061,8.143373,-11.793844,2.0763881,-4.6142726,-8.922955,10.24548,-2.0240905,2.0
0221.61.7685,2.793789,7.57978,6.366387,-7.7355433,5.121111,-3.3728757,4.0541453,3.9044795,-1.5441309,7.393756,-10.225543,2.3966067,-4.5110664,-8.127563,9.437204,2.0307863,2.0
0221.61.7685,-1.2157497,4.430089,4.9420176,-5.4236813,1.4448336,-0.68990993,-0.8421233,-1.4420143,1.6540437,5.9294257,-7.996038,-1.8896238,-0.94481474,-5.943821,7.860181,-2.842493,2.0
0221.61.7685,-2.1142797,4.4152308,4.8585825,-5.7139463,1.9627532,0.4729654,-0.59665406,5.4160423,2.2526407,5.7924314,-8.774601,-1.9707693,-1.4662114,-6.211463,8.239328,2.9062593,2.0
0221.61.7685,-0.09886922,4.40734,4.6153975,-5.157016,1.758391,-0.5692436,0.8757533,3.132697,0.5202225,5.6094527,-7.533378,-0.11004054,-1.5291,-5.6187954,6.810572,1.4180794,2.0
0221.61.7685,0.02154248,4.4935827,4.6045685,-5.0439105,1.8662188,-0.8164691,0.3871957,-0.55847496,0.42269298,5.4953184,-7.2603006,-0.37477916,-1.4389641,-5.476815,6.8503118,-1.7530137,2.0
0221.61.7685,0.9612354,4.926701,4.8300915,-5.4449368,2.2910495,-0.7496773,1.1662279,1.2751629,-0.007471483,5.780631,-7.4393854,0.17073604,-1.9585624,-5.8017635,6.935583,-0.50761414,2.0
0221.61.7685,0.6373631,4.8967757,4.8844476,-5.4226747,2.1100333,-0.9067432,1.1368454,1.7076762,0.23705019,5.8618846,-7.6809993,-0.05037476,-1.8648832,-5.889202,7.0105777,-0.32563007,2.0
0221.61.7685,0.17583808,4.486538,4.610206,-5.096164,1.8244354,-0.59197646,1.0987287,2.7538078,0.3338687,5.601871,-7.4015307,-0.09433754,-1.6263721,-5.591135,6.7004614,0.86302775,2.0
0221.61.7685,0.30717063,4.647076,4.726808,-5.224157,1.9017177,-0.6967178,1.0606318,2.3309813,0.3374786,5.6802125,-7.5726953,-0.04626205,-1.6921833,-5.7035975,6.8986135,0.47238848,2.0
0221.61.7685,-0.59574366,4.0493035,4.402996,-4.6481023,1.2451916,0.17359772,0.5222286,3.067367,0.80697924,5.328375,-7.1049237,-0.68934304,-1.1115754,-5.308843,6.4872813,1.4368275,2.0
0221.61.7685,-0.6800105,4.305185,4.6238756,-4.870619,1.3132572,0.49417472,0.26405615,2.778642,0.79792863,5.5955067,-7.540498,-0.7419553,-1.228022,-5.5779305,6.869044,0.807206,2.0
0254.50.1151,1.2126148,5.3411646,5.0703835,-5.8619823,2.9225595,-1.5003663,1.9611908,3.2784338,-0.32520905,6.027198,-8.1130705,1.1360096,-2.5692196,-6.140709,7.45313,1.9472824,23.0
0254.50.1151,1.1769084,4.806967,4.6656313,-5.434411,2.486084,-1.3125492,1.8577427,3.0719254,-0.110659316,5.642132,-7.3217893,0.6623624,-2.11522,-5.70313,6.6525803,1.4341033,23.0
0254.50.1151,2.688168,7.062456,6.0864763,-7.6541243,4.5233083,-2.1199522,2.9294932,2.657721,-1.2230158,7.2983994,-9.9845085,2.1101322,-3.984936,-7.8255806,8.792066,0.46848923,23.0
0254.50.1151,1.4840991,5.862965,5.2752433,-6.3012996,3.2508993,-0.6513918,2.370916,5.7268596,-0.19131644,6.416493,-8.69957,0.9372379,-2.9094825,-6.7224107,7.832137,2.9697783,23.0
0254.50.1151,1.3305305,6.19982,5.5779567,-6.715684,3.5748894,-1.5257698,2.360535,4.7372117,-0.26286483,6.702913,-9.385162,1.062289,-3.211723,-7.135227,8.491347,2.2897792,23.0
0254.50.1151,0.100166924,4.9951854,4.7673783,-5.7906365,2.598832,0.22894451,0.7364549,7.1236634,1.1628567,5.87052,-8.449089,-0.22788744,-2.3008196,-6.0530972,7.7502666,3.4051526,23.0
0254.50.1151,-0.91187257,4.0198507,4.4512997,-4.677852,1.121386,0.45608592,0.19036414,2.661287,0.9193077,5.4036374,-7.2733126,-0.8766506,-1.0295999,-5.3532286,6.632444,0.8011488,23.0
0254.50.1151,0.728855,5.1658373,5.082741,-5.9813623,2.848947,-1.5788424,1.3160273,0.75656474,-0.068902865,5.934167,-8.269338,0.452969,-2.3855417,-6.248982,7.697872,0.23231234,23.0
0254.50.1151,0.8760649,4.5875964,4.5572963,-5.204385,2.2218463,-1.0169085,1.653162,3.2633889,0.049587257,5.516546,-7.134128,0.37933195,-1.8759925,-5.5390086,6.462271,1.5031226,23.0
0254.50.1151,-0.24449971,4.435757,4.6343317,-5.082595,1.89369,-0.35151666,0.6230282,1.5931408,0.6563405,5.4127693,-7.5358124,-0.42078656,-1.6733084,-5.6589913,7.1107917,0.9986614,23.0
